WIP,REV NO ,BOM_days,정상,준긴급,최소,LT부족,WO미발행,기타,설계(REV),설계문제,설계보류,자재문제,제작지연,품질문제,CN,CS,DSS,HSCS,LTCS,NA,SDSS,SS,TN,DIA,Joint 수,중량,두께,(주)성광테크,부흥,삼성중공업(주)거제,삼성중공업_해)의장1부(내부용),삼성중공업_해)의장2부의장4과(내부용,성일SIM함안공장,칠서피앤에스,피앤엘,납품기준일-WO일,Process day(입고일-WO일)
336,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,21,21
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,17,6,0,0,0,0,1,0,0,0,21,32
1358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,9,0,0,0,0,0,0,1,0,159,20
1358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,9,0,0,0,0,0,0,1,0,159,20
1358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,9,0,0,0,0,0,0,1,0,159,20
336,0,67,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,48,4,0,0,1,0,0,0,0,0,21,42
336,1,43,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,6,3,0,0,1,0,0,0,0,0,55,33
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,47,13,0,0,0,0,0,0,1,0,21,27
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,6,155,13,0,0,0,0,0,0,1,0,21,34
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,47,13,0,0,0,0,0,0,1,0,21,22
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,6,155,13,0,0,0,0,0,0,1,0,21,34
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,193,13,0,0,0,0,0,0,1,0,21,27
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,193,13,0,0,0,0,0,0,1,0,21,34
1358,0,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,23,6,0,0,0,0,0,0,1,0,21,59
376,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,9,6,0,0,0,0,1,0,0,0,21,27
376,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,9,6,0,0,0,0,1,0,0,0,21,27
336,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,82,6,0,0,1,0,0,0,0,0,21,21
336,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,11,91,5,0,0,1,0,0,0,0,0,21,21
336,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,7,98,6,0,0,1,0,0,0,0,0,21,21
1358,0,55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,21,364,5,0,0,0,0,0,0,1,0,21,35
1358,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,7,6,0,0,0,0,0,0,1,0,21,35
376,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,31,21
1358,1,116,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,6,0,0,0,0,0,0,1,0,21,38
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,6,0,0,0,0,1,0,0,0,21,45
336,0,120,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,10,3,0,0,1,0,0,0,0,0,21,33
336,0,114,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,26,3,0,0,1,0,0,0,0,0,21,33
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,17,6,0,0,0,0,0,0,1,0,21,32
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4,376,16,0,0,0,0,0,0,1,0,28,42
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,92,11,0,0,0,0,0,0,1,0,28,42
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,94,11,0,0,0,0,0,0,1,0,28,39
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,225,16,0,0,0,0,0,0,1,0,28,40
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,246,16,0,0,0,0,0,0,1,0,28,39
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,235,16,0,0,0,0,0,0,1,0,28,40
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,249,16,0,0,0,0,0,0,1,0,28,39
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,109,11,0,0,0,0,0,0,1,0,28,40
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,94,11,0,0,0,0,0,0,1,0,28,39
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,100,11,0,0,0,0,0,0,1,0,28,42
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,48,11,0,0,0,0,0,0,1,0,28,42
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,80,11,0,0,0,0,0,0,1,0,28,46
336,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,3,0,0,1,0,0,0,0,0,21,33
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,19,6,0,0,0,0,1,0,0,0,21,31
336,0,155,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,7,3,0,0,1,0,0,0,0,0,21,33
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,27,7,0,0,0,0,0,0,1,0,21,31
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,17
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,17
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,17
1358,1,67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,159,6,0,0,0,0,0,0,1,0,21,26
336,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,8,6,0,0,1,0,0,0,0,0,21,11
1358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,8,9,0,0,0,0,0,0,1,0,62,20
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,6,0,0,0,0,1,0,0,0,62,21
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,17
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
336,2,111,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,5,119,5,0,0,1,0,0,0,0,0,21,24
336,1,75,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,90,4,0,0,1,0,0,0,0,0,21,42
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,31,21
1358,1,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,58,9,0,0,0,0,0,0,1,0,21,45
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,21
376,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,0,1,0,0,0,21,21
1358,0,35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,17,7,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,17,7,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,51,7,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,11,7,0,0,0,0,0,0,1,0,21,18
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,17,7,0,0,0,0,0,0,1,0,21,18
376,0,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,0,0,1,0,0,0,21,25
376,0,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,0,0,1,0,0,0,21,25
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,40,8,0,0,0,0,0,0,1,0,21,38
376,0,77,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,6,0,0,0,0,1,0,0,0,21,33
1358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,6,0,0,0,0,0,0,1,0,21,22
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,21,18
376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,0,0,0,27,25
1358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,0,0,0,0,0,0,1,0,27,35
336,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,23,3,0,0,1,0,0,0,0,0,27,21
1246,0,132,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,15,507,10,0,0,0,0,0,0,1,0,21,66
1246,1,115,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,7,720,10,0,0,0,0,0,0,1,0,21,49
1246,0,115,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,7,728,10,0,0,0,0,0,0,1,0,21,49
1246,1,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,5,879,32,0,0,0,0,0,0,1,0,38,53
1246,1,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,5,879,32,0,0,0,0,0,0,1,0,38,81
1246,1,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,5,879,32,0,0,0,0,0,0,1,0,38,81
1246,1,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,5,879,32,0,0,0,0,0,0,1,0,38,81
1246,0,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,7,53,7,0,0,0,0,0,0,1,0,38,60
1246,0,171,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,269,8,0,0,0,0,0,0,1,0,21,31
1246,1,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,8,54,7,0,0,0,0,0,0,1,0,21,42
1246,0,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,24,6,0,0,0,0,0,0,1,0,21,31
1246,0,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,24,6,0,0,0,0,0,0,1,0,21,31
1246,0,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,21,6,0,0,0,0,0,0,1,0,21,36
1246,0,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,21,6,0,0,0,0,0,0,1,0,21,15
298,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,6,0,0,0,0,1,0,0,0,21,18
1246,0,130,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36,12,1587,11,0,0,0,0,0,0,1,0,21,49
1246,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,219,16,0,0,0,0,0,0,1,0,28,37
1246,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,3,251,6,0,0,0,0,0,0,1,0,21,25
298,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,0,0,0,21,42
1246,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,6,0,0,0,0,0,0,1,0,21,19
298,0,115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,21,6,0,0,0,0,1,0,0,0,21,42
160,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,12,4,0,1,0,0,0,0,0,0,21,18
246,0,34,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,26,4,0,0,1,0,0,0,0,0,21,30
246,0,34,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,13,3,0,0,1,0,0,0,0,0,21,22
1246,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,29,6,0,0,0,0,0,0,1,0,21,32
1246,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,22,6,0,0,0,0,0,0,1,0,21,28
1246,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,13,6,0,0,0,0,0,0,1,0,21,32
1246,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,5,0,0,0,0,0,0,1,0,21,19
298,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,0,0,1,0,0,0,21,24
298,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,6,0,0,0,0,1,0,0,0,21,30
298,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,0,0,1,0,0,0,21,24
298,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,16,6,0,0,0,0,1,0,0,0,21,18
1246,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,9,666,8,0,0,0,0,0,0,1,0,28,50
160,0,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,4,0,1,0,0,0,0,0,0,21,18
246,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,11,91,6,0,0,1,0,0,0,0,0,21,15
302,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,17,6,0,0,0,0,1,0,0,0,29,23
1273,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,6,0,0,0,0,0,0,1,0,21,3
302,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,17
302,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,21,28
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,86,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,50,9,0,0,0,0,0,0,1,0,21,27
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,99,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,57,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,22,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,62,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,74,9,0,0,0,0,0,0,1,0,21,27
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,51,9,0,0,0,0,0,0,1,0,21,27
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,79,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,62,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,98,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,63,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,44,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,51,9,0,0,0,0,0,0,1,0,21,27
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,40,9,0,0,0,0,0,0,1,0,21,51
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,26,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,12,9,0,0,0,0,0,0,1,0,21,29
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,37,9,0,0,0,0,0,0,1,0,21,27
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,59,9,0,0,0,0,0,0,1,0,21,29
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,105,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,55,9,0,0,0,0,0,0,1,0,21,34
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,64,9,0,0,0,0,0,0,1,0,21,35
161,0,141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,9,3,0,1,0,0,0,0,0,0,21,38
251,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,21,7
251,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,0,0,0,21,7
1273,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,0,0,0,0,0,0,1,0,182,10
302,0,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,6,0,0,0,0,1,0,0,0,21,29
1273,0,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,17,10,0,0,0,0,0,0,1,0,28,49
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,6,0,0,0,0,0,0,1,0,21,18
1273,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,6,0,0,0,0,0,0,1,0,21,18
251,0,34,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,7,3,0,0,1,0,0,0,0,0,21,17
251,0,34,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,10,3,0,0,1,0,0,0,0,0,21,21
251,0,34,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,7,3,0,0,1,0,0,0,0,0,21,21
1273,0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,23,6,0,0,0,0,0,0,1,0,21,18
1165,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,914,24,0,0,0,0,0,0,1,0,21,27
1165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,393,37,0,0,0,0,0,0,1,0,21,28
1165,3,157,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,11,250,6,0,0,0,0,0,0,1,0,21,26
181,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,6,0,0,0,0,1,0,0,0,21,22
1165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,1336,37,0,0,0,0,0,0,1,0,21,33
1165,1,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,1336,37,0,0,0,0,0,0,1,0,21,33
181,0,92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,6,6,0,0,0,0,1,0,0,0,76,49
1180,1,147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,1503,27,0,0,0,0,0,0,1,0,21,49
1180,1,147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,8,1355,27,0,0,0,0,0,0,1,0,21,74
375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,8,1,0,0,0,0,0,0,0,21,18
1180,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,6,0,0,0,0,0,0,1,0,21,16
1180,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,6,0,0,0,0,0,0,1,0,21,12
375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,21,18
375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,21,18
375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,21,18
375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,21,18
1180,1,119,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,92,6,0,0,0,0,0,0,1,0,21,22
260,1,102,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,12,638,9,0,0,1,0,0,0,0,0,21,46
1180,3,77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,4,247,6,0,0,0,0,0,0,1,0,21,25
1180,1,51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,127,13,0,0,0,0,0,0,1,0,21,25
